Country,Date,Regional_GDP
Venice,2012,"145,472.24"
Venice,2013,"145,522.41"
Venice,2014,"147,834.50"
Venice,2015,"150,835.81"
Venice,2016,"155,761.76"
Venice,2017,"159,951.70"
Venice,2018,"163,005.64"
Venice,2019,"166,071.92"
Venice,2020,"152,345.49"
Venice,2021,"170,043.36"
Venice,2022,"184,072.38"
Venice,2023,"197,137.46"
